time,ECG
4.408,1.320
4.411,1.270
4.414,1.225
4.417,1.180
4.419,1.175
4.422,1.165
4.425,1.145
4.428,1.115
4.431,1.080
4.433,1.085
4.436,1.105
4.439,1.100
4.442,1.045
4.444,0.920
4.447,0.790
4.450,0.625
4.453,0.430
4.456,0.225
4.458,0.015
4.461,-0.135
4.464,-0.250
4.467,-0.340
4.469,-0.380
4.472,-0.405
4.475,-0.440
4.478,-0.480
4.481,-0.505
4.483,-0.520
4.486,-0.525
4.489,-0.530
4.492,-0.545
4.494,-0.575
4.497,-0.600
4.500,-0.615
4.503,-0.605
4.506,-0.600
4.508,-0.620
4.511,-0.650
4.514,-0.670
4.517,-0.670
4.519,-0.670
4.522,-0.675
4.525,-0.670
4.528,-0.705
4.531,-0.710
4.533,-0.730
4.536,-0.730
4.539,-0.725
4.542,-0.750
4.544,-0.775
4.547,-0.790
4.550,-0.805
4.553,-0.790
4.556,-0.800
4.558,-0.805
4.561,-0.825
4.564,-0.835
4.567,-0.845
4.569,-0.850
4.572,-0.845
4.575,-0.865
4.578,-0.880
4.581,-0.885
4.583,-0.890
4.586,-0.880
4.589,-0.895
4.592,-0.905
4.594,-0.920
4.597,-0.935
4.600,-0.920
4.603,-0.900
4.606,-0.900
4.608,-0.890
4.611,-0.905
4.614,-0.905
4.617,-0.900
4.619,-0.875
4.622,-0.850
4.625,-0.815
4.628,-0.810
4.631,-0.790
4.633,-0.760
4.636,-0.740
4.639,-0.685
4.642,-0.645
4.644,-0.630
4.647,-0.600
4.650,-0.560
4.653,-0.505
4.656,-0.465
4.658,-0.460
4.661,-0.420
4.664,-0.415
4.667,-0.365
4.669,-0.305
4.672,-0.285
4.675,-0.275
4.678,-0.270
4.681,-0.255
4.683,-0.240
4.686,-0.200
4.689,-0.185
4.692,-0.170
4.694,-0.180
4.697,-0.185
4.700,-0.175
4.703,-0.160
4.706,-0.155
4.708,-0.150
4.711,-0.180
4.714,-0.185
4.717,-0.175
4.719,-0.165
4.722,-0.160
4.725,-0.160
4.728,-0.180
4.731,-0.190
4.733,-0.185
4.736,-0.165
4.739,-0.155
4.742,-0.165
4.744,-0.200
4.747,-0.195
4.750,-0.190
4.753,-0.160
4.756,-0.145
4.758,-0.160
4.761,-0.175
4.764,-0.175
4.767,-0.180
4.769,-0.150
4.772,-0.155
4.775,-0.150
4.778,-0.160
4.781,-0.170
4.783,-0.165
4.786,-0.145
4.789,-0.135
4.792,-0.150
4.794,-0.160
4.797,-0.165
4.800,-0.145
4.803,-0.135
4.806,-0.120
4.808,-0.125
4.811,-0.130
4.814,-0.150
4.817,-0.135
4.819,-0.115
4.822,-0.110
4.825,-0.115
4.828,-0.140
4.831,-0.150
4.833,-0.130
4.836,-0.120
4.839,-0.120
4.842,-0.115
4.844,-0.140
4.847,-0.150
4.850,-0.135
4.853,-0.115
4.856,-0.105
4.858,-0.105
4.861,-0.135
4.864,-0.125
4.867,-0.130
4.869,-0.120
4.872,-0.095
4.875,-0.105
4.878,-0.120
4.881,-0.130
4.883,-0.120
4.886,-0.105
4.889,-0.090
4.892,-0.105
4.894,-0.115
4.897,-0.115
4.900,-0.110
4.903,-0.100
4.906,-0.090
4.908,-0.105
4.911,-0.110
4.914,-0.125
4.917,-0.115
4.919,-0.095
4.922,-0.085
4.925,-0.085
4.928,-0.095
4.931,-0.120
4.933,-0.110
4.936,-0.100
4.939,-0.085
4.942,-0.080
4.944,-0.105
4.947,-0.105
4.950,-0.115
4.953,-0.095
4.956,-0.085
4.958,-0.090
4.961,-0.110
4.964,-0.115
4.967,-0.105
4.969,-0.085
4.972,-0.085
4.975,-0.090
4.978,-0.115
4.981,-0.120
4.983,-0.105
4.986,-0.090
4.989,-0.075
4.992,-0.075
4.994,-0.075
4.997,-0.075
5.000,-0.065
5.003,-0.030
5.006,-0.030
5.008,-0.015
5.011,-0.020
5.014,-0.025
5.017,-0.005
5.019,0.030
5.022,0.065
5.025,0.080
5.028,0.065
5.031,0.055
5.033,0.065
5.036,0.080
5.039,0.080
5.042,0.055
5.044,0.025
5.047,0.000
5.050,0.000
5.053,0.005
5.056,-0.005
5.058,-0.020
5.061,-0.055
5.064,-0.070
5.067,-0.075
5.069,-0.070
5.072,-0.075
5.075,-0.090
5.078,-0.110
5.081,-0.120
5.083,-0.120
5.086,-0.120
5.089,-0.110
5.092,-0.120
5.094,-0.125
5.097,-0.120
5.100,-0.110
5.103,-0.110
5.106,-0.105
5.108,-0.115
5.111,-0.120
5.114,-0.115
5.117,-0.100
5.119,-0.085
5.122,-0.085
5.125,-0.105
5.128,-0.105
5.131,-0.100
5.133,-0.090
5.136,-0.100
5.139,-0.095
5.142,-0.060
5.144,-0.005
5.147,0.110
5.150,0.285
5.153,0.490
5.156,0.725
5.158,0.970
5.161,1.210
5.164,1.430
5.167,1.630
5.169,1.710
5.172,1.570
5.175,1.235
5.178,0.840
5.181,0.495
5.183,0.230
5.186,0.090
5.189,0.015
5.192,-0.055
5.194,-0.120
5.197,-0.160
5.200,-0.140
5.203,-0.100
5.206,-0.090
5.208,-0.110
5.211,-0.135
5.214,-0.150
5.217,-0.145
5.219,-0.140
5.222,-0.135
5.225,-0.155
5.228,-0.180
5.231,-0.165
5.233,-0.160
5.236,-0.155
5.239,-0.145
5.242,-0.155
5.244,-0.180
5.247,-0.175
5.250,-0.155
5.253,-0.150
5.256,-0.145
5.258,-0.145
5.261,-0.170
5.264,-0.155
5.267,-0.140
5.269,-0.135
5.272,-0.115
5.275,-0.125
5.278,-0.135
5.281,-0.130
5.283,-0.125
5.286,-0.105
5.289,-0.090
5.292,-0.090
5.294,-0.090
5.297,-0.095
5.300,-0.090
5.303,-0.070
5.306,-0.030
5.308,-0.050
5.311,-0.040
5.314,-0.045
5.317,-0.030
5.319,0.000
5.322,0.020
5.325,0.020
5.328,0.015
5.331,0.010
5.333,0.035
5.336,0.080
5.339,0.110
5.342,0.115
5.344,0.105
5.347,0.090
5.350,0.115
5.353,0.165
5.356,0.180
5.358,0.200
5.361,0.205
5.364,0.195
5.367,0.205
5.369,0.245
5.372,0.270
5.375,0.285
5.378,0.290
5.381,0.290
5.383,0.310
5.386,0.325
5.389,0.340
5.392,0.335
5.394,0.315
5.397,0.330
5.400,0.325
5.403,0.345
5.406,0.345
5.408,0.320
5.411,0.265
5.414,0.250
5.417,0.235
5.419,0.235
5.422,0.210
5.425,0.180
5.428,0.155
5.431,0.120
5.433,0.110
5.436,0.105
5.439,0.080
5.442,0.040
5.444,0.005
5.447,-0.010
5.450,-0.015
5.453,-0.010
5.456,-0.020
5.458,-0.035
5.461,-0.060
5.464,-0.090
5.467,-0.075
5.469,-0.055
5.472,-0.045
5.475,-0.065
5.478,-0.085
5.481,-0.095
5.483,-0.080
5.486,-0.070
5.489,-0.070
5.492,-0.070
5.494,-0.090
5.497,-0.095
5.500,-0.095
5.503,-0.085
5.506,-0.075
5.508,-0.080
5.511,-0.090
5.514,-0.095
5.517,-0.090
5.519,-0.085
5.522,-0.070
5.525,-0.095
5.528,-0.095
5.531,-0.095
5.533,-0.075
5.536,-0.070
5.539,-0.055
5.542,-0.065
5.544,-0.075
5.547,-0.080
5.550,-0.065
5.553,-0.045
5.556,-0.050
5.558,-0.060
5.561,-0.070
5.564,-0.070
5.567,-0.075
5.569,-0.065
5.572,-0.055
5.575,-0.065
5.578,-0.075
5.581,-0.070
5.583,-0.065
5.586,-0.055
5.589,-0.090
5.592,-0.070
5.594,-0.060
5.597,-0.055
5.600,-0.030
5.603,-0.010
5.606,0.005
5.608,0.000
5.611,0.000
5.614,0.015
5.617,0.030
5.619,0.070
5.622,0.090
5.625,0.095
5.628,0.080
5.631,0.080
5.633,0.075
5.636,0.080
5.639,0.075
5.642,0.070
5.644,0.050
5.647,0.045
5.650,0.050
5.653,0.060
5.656,0.070
5.658,0.080
5.661,0.090
5.664,0.105
5.667,0.155
5.669,0.205
5.672,0.260
5.675,0.310
5.678,0.350
5.681,0.410
5.683,0.490
5.686,0.580
5.689,0.645
5.692,0.710
5.694,0.755
5.697,0.815
5.700,0.880
5.703,0.965
5.706,1.055
5.708,1.125
5.711,1.175
5.714,1.240
5.717,1.350
5.719,1.465
5.722,1.545
5.725,1.570
5.728,1.530
5.731,1.480
5.733,1.430
5.736,1.385
5.739,1.350
5.742,1.325
5.744,1.315
5.747,1.330
5.750,1.340
5.753,1.370
5.756,1.370
5.758,1.365
5.761,1.370
5.764,1.375
5.767,1.385
5.769,1.380
5.772,1.315
5.775,1.200
5.778,1.020
5.781,0.795
5.783,0.560
5.786,0.315
5.789,0.090
5.792,-0.090
5.794,-0.235
5.797,-0.335
5.800,-0.380
5.803,-0.400
5.806,-0.415
5.808,-0.455
5.811,-0.485
5.814,-0.510
5.817,-0.520
5.819,-0.520
5.822,-0.520
5.825,-0.535
5.828,-0.570
5.831,-0.585
5.833,-0.580
5.836,-0.570
5.839,-0.565
5.842,-0.595
5.844,-0.610
5.847,-0.625
5.850,-0.615
5.853,-0.620
5.856,-0.630
5.858,-0.650
5.861,-0.675
5.864,-0.685
5.867,-0.670
5.869,-0.665
5.872,-0.680
5.875,-0.720
5.878,-0.750
5.881,-0.750
5.883,-0.745
5.886,-0.735
5.889,-0.740
5.892,-0.765
5.894,-0.780
5.897,-0.795
5.900,-0.800
5.903,-0.785
5.906,-0.795
5.908,-0.805
5.911,-0.840
5.914,-0.865
5.917,-0.860
5.919,-0.840
5.922,-0.830
5.925,-0.845
5.928,-0.865
5.931,-0.880
5.933,-0.860
5.936,-0.850
5.939,-0.835
5.942,-0.840
5.944,-0.855
5.947,-0.855
5.950,-0.840
5.953,-0.825
5.956,-0.795
5.958,-0.800
5.961,-0.795
5.964,-0.780
5.967,-0.755
5.969,-0.725
5.972,-0.700
5.975,-0.675
5.978,-0.660
5.981,-0.640
5.983,-0.595
5.986,-0.535
5.989,-0.495
5.992,-0.485
5.994,-0.470
5.997,-0.465
6.000,-0.405
6.003,-0.360
6.006,-0.310
6.008,-0.300
6.011,-0.300
6.014,-0.275
6.017,-0.245
6.019,-0.205
6.022,-0.195
6.025,-0.205
6.028,-0.215
6.031,-0.220
6.033,-0.210
6.036,-0.185
6.039,-0.175
6.042,-0.185
6.044,-0.190
6.047,-0.210
6.050,-0.215
6.053,-0.185
6.056,-0.180
6.058,-0.175
6.061,-0.205
6.064,-0.200
6.067,-0.195
6.069,-0.175
6.072,-0.175
6.075,-0.175
6.078,-0.200
6.081,-0.205
6.083,-0.200
6.086,-0.190
6.089,-0.175
6.092,-0.195
6.094,-0.205
6.097,-0.205
6.100,-0.200
6.103,-0.180
6.106,-0.165
6.108,-0.165
6.111,-0.180
6.114,-0.195
6.117,-0.180
6.119,-0.170
6.122,-0.145
6.125,-0.165
6.128,-0.170
6.131,-0.195
6.133,-0.190
6.136,-0.160
6.139,-0.140
6.142,-0.145
6.144,-0.175
6.147,-0.170
6.150,-0.155
6.153,-0.140
6.156,-0.130
6.158,-0.130
6.161,-0.140
6.164,-0.125
6.167,-0.080
6.169,-0.060
6.172,-0.010
6.175,0.005
6.178,0.020
6.181,0.050
6.183,0.095
6.186,0.160
6.189,0.225
6.192,0.295
6.194,0.370
6.197,0.445
6.200,0.520
6.203,0.620
6.206,0.705
6.208,0.770
6.211,0.835
6.214,0.930
6.217,1.010
6.219,1.095
6.222,1.155
6.225,1.205
6.228,1.270
6.231,1.355
6.233,1.445
6.236,1.490
6.239,1.490
6.242,1.410
6.244,1.350
6.247,1.290
6.250,1.260
6.253,1.235
6.256,1.195
6.258,1.155
6.261,1.115
6.264,1.075
6.267,1.060
6.269,1.075
6.272,1.085
6.275,1.100
6.278,1.115
6.281,1.150
6.283,1.170
6.286,1.120
6.289,1.040
6.292,0.915
6.294,0.745
6.297,0.555
6.300,0.355
6.303,0.175
6.306,0.005
6.308,-0.105
6.311,-0.210
6.314,-0.265
6.317,-0.310
6.319,-0.335
6.322,-0.385
6.325,-0.430
6.328,-0.465
6.331,-0.490
6.333,-0.500
6.336,-0.505
6.339,-0.520
6.342,-0.545
6.344,-0.580
6.347,-0.585
6.350,-0.590
6.353,-0.595
6.356,-0.600
6.358,-0.620
6.361,-0.655
6.364,-0.645
6.367,-0.650
6.369,-0.640
6.372,-0.650
6.375,-0.675
6.378,-0.705
6.381,-0.730
6.383,-0.730
6.386,-0.720
6.389,-0.725
6.392,-0.755
6.394,-0.780
6.397,-0.800
6.400,-0.795
6.403,-0.785
6.406,-0.790
6.408,-0.820
6.411,-0.835
6.414,-0.855
6.417,-0.860
6.419,-0.855
6.422,-0.865
6.425,-0.890
6.428,-0.895
6.431,-0.900
6.433,-0.890
6.436,-0.870
6.439,-0.875
6.442,-0.880
6.444,-0.880
6.447,-0.885
6.450,-0.870
6.453,-0.840
6.456,-0.830
6.458,-0.825
6.461,-0.825
6.464,-0.800
6.467,-0.765
6.469,-0.745
6.472,-0.705
6.475,-0.695
6.478,-0.690
6.481,-0.645
6.483,-0.620
6.486,-0.580
6.489,-0.550
6.492,-0.535
6.494,-0.515
6.497,-0.475
6.500,-0.440
6.503,-0.400
6.506,-0.375
6.508,-0.355
6.511,-0.370
6.514,-0.345
6.517,-0.305
6.519,-0.275
6.522,-0.250
6.525,-0.255
6.528,-0.245
6.531,-0.250
6.533,-0.250
6.536,-0.225
6.539,-0.230
6.542,-0.245
6.544,-0.240
6.547,-0.245
6.550,-0.225
6.553,-0.205
6.556,-0.220
6.558,-0.225
6.561,-0.225
6.564,-0.235
6.567,-0.235
6.569,-0.210
6.572,-0.210
6.575,-0.230
6.578,-0.230
6.581,-0.240
6.583,-0.220
6.586,-0.210
6.589,-0.220
6.592,-0.215
6.594,-0.230
6.597,-0.220
6.600,-0.210
6.603,-0.185
6.606,-0.190
6.608,-0.210
6.611,-0.210
6.614,-0.215
6.617,-0.190
6.619,-0.170
6.622,-0.160
6.625,-0.175
6.628,-0.185
6.631,-0.210
6.633,-0.180
6.636,-0.160
6.639,-0.160
6.642,-0.170
6.644,-0.180
6.647,-0.185
6.650,-0.160
6.653,-0.145
6.656,-0.145
6.658,-0.150
6.661,-0.170
6.664,-0.165
6.667,-0.145
6.669,-0.125
6.672,-0.130
6.675,-0.130
6.678,-0.160
6.681,-0.145
6.683,-0.140
6.686,-0.125
6.689,-0.130
6.692,-0.140
6.694,-0.155
6.697,-0.155
6.700,-0.155
6.703,-0.130
6.706,-0.130
6.708,-0.135
6.711,-0.145
6.714,-0.150
6.717,-0.125
6.719,-0.110
6.722,-0.125
6.725,-0.150
6.728,-0.140
6.731,-0.145
6.733,-0.130
6.736,-0.125
6.739,-0.115
6.742,-0.120
6.744,-0.135
6.747,-0.155
6.750,-0.150
6.753,-0.130
6.756,-0.130
6.758,-0.140
6.761,-0.155
6.764,-0.145
6.767,-0.135
6.769,-0.125
6.772,-0.115
6.775,-0.135
6.778,-0.145
6.781,-0.155
6.783,-0.130
6.786,-0.110
6.789,-0.120
6.792,-0.125
6.794,-0.145
6.797,-0.140
6.800,-0.135
6.803,-0.110
6.806,-0.120
6.808,-0.135
6.811,-0.155
6.814,-0.145
6.817,-0.140
6.819,-0.130
6.822,-0.125
6.825,-0.130
6.828,-0.140
6.831,-0.135
6.833,-0.125
6.836,-0.105
6.839,-0.105
6.842,-0.120
6.844,-0.120
6.847,-0.125
6.850,-0.110
6.853,-0.105
6.856,-0.100
6.858,-0.120
6.861,-0.145
6.864,-0.140
6.867,-0.120
6.869,-0.095
6.872,-0.090
6.875,-0.115
6.878,-0.135
6.881,-0.130
6.883,-0.120
6.886,-0.115
6.889,-0.105
6.892,-0.120
6.894,-0.125
6.897,-0.125
6.900,-0.110
6.903,-0.090
6.906,-0.110
6.908,-0.120
6.911,-0.120
6.914,-0.110
6.917,-0.120
6.919,-0.110
6.922,-0.110
6.925,-0.115
6.928,-0.135
6.931,-0.125
6.933,-0.110
6.936,-0.095
6.939,-0.085
6.942,-0.090
6.944,-0.120
6.947,-0.095
6.950,-0.075
6.953,-0.065
6.956,-0.050
6.958,-0.060
6.961,-0.060
6.964,-0.045
6.967,-0.010
6.969,0.015
6.972,0.025
6.975,0.020
6.978,0.025
6.981,0.045
6.983,0.060
6.986,0.075
6.989,0.070
6.992,0.060
6.994,0.030
6.997,0.010
7.000,0.035
7.003,0.025
7.006,0.015
7.008,-0.020
7.011,-0.050
7.014,-0.065
7.017,-0.075
7.019,-0.065
7.022,-0.090
7.025,-0.115
7.028,-0.120
7.031,-0.135
7.033,-0.130
7.036,-0.120
7.039,-0.130
7.042,-0.135
7.044,-0.150
7.047,-0.140
7.050,-0.120
7.053,-0.105
7.056,-0.110
7.058,-0.120
7.061,-0.130
7.064,-0.135
7.067,-0.115
7.069,-0.105
7.072,-0.120
7.075,-0.150
7.078,-0.185
7.081,-0.180
7.083,-0.120
7.086,0.005
7.089,0.145
7.092,0.315
7.094,0.545
7.097,0.825
7.100,1.125
7.103,1.390
7.106,1.595
7.108,1.625
7.111,1.445
7.114,1.080
7.117,0.655
7.119,0.225
7.122,-0.085
7.125,-0.185
7.128,-0.180
7.131,-0.160
7.133,-0.145
7.136,-0.145
7.139,-0.145
7.142,-0.130
7.144,-0.150
7.147,-0.170
7.150,-0.175
7.153,-0.170
7.156,-0.160
7.158,-0.160
7.161,-0.180
7.164,-0.185
7.167,-0.180
7.169,-0.165
7.172,-0.140
7.175,-0.155
7.178,-0.170
7.181,-0.180
7.183,-0.170
7.186,-0.160
7.189,-0.150
7.192,-0.155
7.194,-0.165
7.197,-0.170
7.200,-0.165
7.203,-0.150
7.206,-0.140
7.208,-0.150
7.211,-0.165
7.214,-0.160
7.217,-0.155
7.219,-0.140
7.222,-0.115
7.225,-0.125
7.228,-0.130
7.231,-0.135
7.233,-0.130
7.236,-0.095
7.239,-0.095
7.242,-0.105
7.244,-0.100
7.247,-0.090
7.250,-0.075
7.253,-0.045
7.256,-0.035
7.258,-0.050
7.261,-0.040
7.264,-0.040
7.267,-0.020
7.269,0.010
7.272,0.010
7.275,0.025
7.278,0.020
7.281,0.045
7.283,0.055
7.286,0.085
7.289,0.100
7.292,0.100
7.294,0.095
7.297,0.105
7.300,0.140
7.303,0.160
7.306,0.170
7.308,0.170
7.311,0.160
7.314,0.160
7.317,0.170
7.319,0.215
7.322,0.235
7.325,0.225
7.328,0.230
7.331,0.230
7.333,0.245
7.336,0.255
7.339,0.265
7.342,0.255
7.344,0.250
7.347,0.230
7.350,0.225
7.353,0.215
7.356,0.215
7.358,0.195
7.361,0.155
7.364,0.125
7.367,0.120
7.369,0.100
7.372,0.095
7.375,0.075
7.378,0.050
7.381,0.020
7.383,0.000
7.386,-0.010
7.389,-0.015
7.392,-0.030
7.394,-0.075
7.397,-0.095
7.400,-0.110
7.403,-0.090
7.406,-0.085
7.408,-0.115
7.411,-0.120
7.414,-0.125
7.417,-0.140
7.419,-0.120
7.422,-0.135
7.425,-0.150
7.428,-0.155
7.431,-0.165
7.433,-0.140
7.436,-0.130
7.439,-0.120
7.442,-0.125
7.444,-0.145
7.447,-0.155
7.450,-0.145
7.453,-0.125
7.456,-0.130
7.458,-0.120
7.461,-0.130
7.464,-0.135
7.467,-0.135
7.469,-0.125
7.472,-0.110
7.475,-0.135
7.478,-0.145
7.481,-0.145
7.483,-0.150
7.486,-0.125
7.489,-0.120
7.492,-0.115
7.494,-0.130
7.497,-0.145
7.500,-0.140
7.503,-0.120
7.506,-0.110
7.508,-0.110
7.511,-0.125
7.514,-0.105
7.517,-0.090
7.519,-0.060
7.522,-0.040
7.525,-0.040
7.528,-0.040
7.531,-0.035
7.533,0.000
7.536,0.040
7.539,0.055
7.542,0.040
7.544,0.020
7.547,0.005
7.550,0.010
7.553,0.025
7.556,0.035
7.558,0.030
7.561,0.000
7.564,0.005
7.567,0.045
7.569,0.075
7.572,0.110
7.575,0.110
7.578,0.130
7.581,0.165
7.583,0.240
7.586,0.330
7.589,0.410
7.592,0.460
7.594,0.525
7.597,0.585
7.600,0.660
7.603,0.765
7.606,0.835
7.608,0.905
7.611,0.965
7.614,1.040
7.617,1.115
7.619,1.190
7.622,1.270
7.625,1.360
7.628,1.450
7.631,1.505
7.633,1.520
7.636,1.495
7.639,1.430
7.642,1.345
7.644,1.285
7.647,1.240
7.650,1.190
7.653,1.150
7.656,1.120
7.658,1.060
7.661,1.000
7.664,0.985
7.667,0.995
7.669,0.990
7.672,0.990
7.675,0.965
7.678,0.945
7.681,0.905
7.683,0.850
7.686,0.745
7.689,0.620
7.692,0.440
7.694,0.200
7.697,-0.010
7.700,-0.180
7.703,-0.310
7.706,-0.395
7.708,-0.460
7.711,-0.505
7.714,-0.525
7.717,-0.555
7.719,-0.540
7.722,-0.570
7.725,-0.595
7.728,-0.630
7.731,-0.635
7.733,-0.630
7.736,-0.630
7.739,-0.635
7.742,-0.655
7.744,-0.680
7.747,-0.695
7.750,-0.695
7.753,-0.690
7.756,-0.695
7.758,-0.720
7.761,-0.740
7.764,-0.760
7.767,-0.770
7.769,-0.770
7.772,-0.790
7.775,-0.795
7.778,-0.820
7.781,-0.825
7.783,-0.845
7.786,-0.840
7.789,-0.845
7.792,-0.855
7.794,-0.885
7.797,-0.895
7.800,-0.905
7.803,-0.890
7.806,-0.900
7.808,-0.925
7.811,-0.960
7.814,-0.960
7.817,-0.945
7.819,-0.960
7.822,-0.965
7.825,-0.970
7.828,-0.990
7.831,-0.990
7.833,-0.980
7.836,-0.965
7.839,-0.960
7.842,-0.960
7.844,-0.975
7.847,-0.965
7.850,-0.935
7.853,-0.910
7.856,-0.895
7.858,-0.895
7.861,-0.895
7.864,-0.870
7.867,-0.840
7.869,-0.785
7.872,-0.760
7.875,-0.745
7.878,-0.720
7.881,-0.690
7.883,-0.650
7.886,-0.605
7.889,-0.580
7.892,-0.540
7.894,-0.535
7.897,-0.505
7.900,-0.460
7.903,-0.420
7.906,-0.405
7.908,-0.400
7.911,-0.380
7.914,-0.375
7.917,-0.330
7.919,-0.325
7.922,-0.305
7.925,-0.305
7.928,-0.325
7.931,-0.320
7.933,-0.305
7.936,-0.285
7.939,-0.280
7.942,-0.305
7.944,-0.315
7.947,-0.325
7.950,-0.315
7.953,-0.285
7.956,-0.285
7.958,-0.295
7.961,-0.315
7.964,-0.315
7.967,-0.315
7.969,-0.290
7.972,-0.290
7.975,-0.295
7.978,-0.305
7.981,-0.315
7.983,-0.305
7.986,-0.300
7.989,-0.295
7.992,-0.300
7.994,-0.310
7.997,-0.320
8.000,-0.310
8.003,-0.295
8.006,-0.280
8.008,-0.280
8.011,-0.300
8.014,-0.305
8.017,-0.310
8.019,-0.280
8.022,-0.265
8.025,-0.260
8.028,-0.270
8.031,-0.280
8.033,-0.270
8.036,-0.240
8.039,-0.240
8.042,-0.240
8.044,-0.240
8.047,-0.250
8.050,-0.235
8.053,-0.225
8.056,-0.215
8.058,-0.220
8.061,-0.245
8.064,-0.250
8.067,-0.225
8.069,-0.200
8.072,-0.175
8.075,-0.170
8.078,-0.150
8.081,-0.125
8.083,-0.070
8.086,-0.020
8.089,0.010
8.092,0.055
8.094,0.095
8.097,0.135
8.100,0.245
8.103,0.355
8.106,0.450
8.108,0.515
8.111,0.595
8.114,0.665
8.117,0.765
8.119,0.860
8.122,0.950
8.125,1.060
8.128,1.145
8.131,1.230
8.133,1.355
8.136,1.490
8.139,1.560
8.142,1.590
8.144,1.535
8.147,1.455
8.150,1.390
8.153,1.330
8.156,1.280
8.158,1.245
8.161,1.195
8.164,1.160
8.167,1.125
8.169,1.095
8.172,1.055
8.175,1.030
8.178,0.985
8.181,0.975
8.183,1.000
8.186,1.025
8.189,0.985
8.192,0.900
8.194,0.770
8.197,0.620
8.200,0.455
8.203,0.255
8.206,0.050
8.208,-0.135
8.211,-0.320
8.214,-0.410
8.217,-0.460
8.219,-0.470
8.222,-0.490
8.225,-0.525
8.228,-0.565
8.231,-0.600
8.233,-0.615
8.236,-0.610
8.239,-0.625
8.242,-0.655
8.244,-0.685
8.247,-0.690
8.250,-0.685
8.253,-0.680
8.256,-0.685
8.258,-0.720
8.261,-0.745
8.264,-0.755
8.267,-0.745
8.269,-0.740
8.272,-0.760
8.275,-0.785
8.278,-0.815
8.281,-0.835
8.283,-0.840
8.286,-0.830
8.289,-0.845
8.292,-0.875
8.294,-0.900
8.297,-0.920
8.300,-0.915
8.303,-0.915
8.306,-0.925
8.308,-0.950
8.311,-0.970
8.314,-0.990
8.317,-0.990
8.319,-0.985
8.322,-0.975
8.325,-0.990
8.328,-1.020
8.331,-1.015
8.333,-0.985
8.336,-0.945
8.339,-0.925
8.342,-0.935
8.344,-0.925
8.347,-0.905
8.350,-0.845
8.353,-0.805
8.356,-0.760
8.358,-0.720
8.361,-0.715
8.364,-0.670
8.367,-0.620
8.369,-0.565
8.372,-0.525
8.375,-0.495
8.378,-0.470
8.381,-0.440
8.383,-0.395
8.386,-0.350
8.389,-0.335
8.392,-0.315
8.394,-0.310
8.397,-0.295
8.400,-0.275
8.403,-0.260
8.406,-0.245
8.408,-0.260
8.411,-0.270
8.414,-0.290
8.417,-0.260
8.419,-0.230
8.422,-0.225
8.425,-0.240
8.428,-0.255
8.431,-0.260
8.433,-0.255
8.436,-0.235
8.439,-0.225
8.442,-0.235
8.444,-0.260
8.447,-0.260
8.450,-0.250
8.453,-0.230
8.456,-0.260
8.458,-0.250
8.461,-0.265
8.464,-0.255
8.467,-0.250
8.469,-0.220
8.472,-0.225
8.475,-0.230
8.478,-0.245
8.481,-0.240
8.483,-0.215
8.486,-0.195
8.489,-0.195
8.492,-0.210
8.494,-0.235
8.497,-0.225
8.500,-0.205
8.503,-0.180
8.506,-0.185
8.508,-0.195
8.511,-0.210
8.514,-0.205
8.517,-0.180
8.519,-0.160
8.522,-0.165
8.525,-0.180
8.528,-0.190
8.531,-0.190
8.533,-0.170
8.536,-0.160
8.539,-0.155
8.542,-0.170
8.544,-0.180
8.547,-0.190
8.550,-0.175
8.553,-0.155
8.556,-0.150
8.558,-0.165
8.561,-0.185
8.564,-0.180
8.567,-0.165
8.569,-0.145
8.572,-0.140
8.575,-0.165
8.578,-0.165
8.581,-0.160
8.583,-0.165
8.586,-0.145
8.589,-0.140
8.592,-0.155
8.594,-0.165
8.597,-0.170
8.600,-0.145
8.603,-0.140
8.606,-0.135
8.608,-0.145
8.611,-0.150
8.614,-0.155
8.617,-0.135
8.619,-0.130
8.622,-0.135
8.625,-0.135
8.628,-0.155
8.631,-0.160
8.633,-0.150
8.636,-0.130
8.639,-0.140
8.642,-0.135
8.644,-0.160
8.647,-0.155
8.650,-0.145
8.653,-0.125
8.656,-0.120
8.658,-0.130
8.661,-0.150
8.664,-0.155
8.667,-0.125
8.669,-0.125
8.672,-0.145
8.675,-0.145
8.678,-0.145
8.681,-0.145
8.683,-0.135
8.686,-0.125
8.689,-0.135
8.692,-0.155
8.694,-0.140
8.697,-0.140
8.700,-0.125
8.703,-0.120
8.706,-0.115
8.708,-0.125
8.711,-0.145
8.714,-0.145
8.717,-0.135
8.719,-0.115
8.722,-0.105
8.725,-0.110
8.728,-0.105
8.731,-0.100
8.733,-0.080
8.736,-0.050
8.739,-0.045
8.742,-0.035
8.744,-0.025
8.747,-0.015
8.750,0.020
8.753,0.050
8.756,0.050
8.758,0.035
8.761,0.030
8.764,0.025
8.767,0.035
8.769,0.025
8.772,0.005
8.775,-0.020
8.778,-0.050
8.781,-0.050
8.783,-0.055
8.786,-0.055
8.789,-0.065
8.792,-0.090
8.794,-0.115
8.797,-0.125
8.800,-0.125
8.803,-0.125
8.806,-0.125
8.808,-0.140
8.811,-0.165
8.814,-0.145
8.817,-0.145
8.819,-0.135
8.822,-0.130
8.825,-0.145
8.828,-0.155
8.831,-0.140
8.833,-0.125
8.836,-0.115
8.839,-0.125
8.842,-0.140
8.844,-0.145
